MEDIA_ID,MEDIA_NAME,CNT,TIME(2024/05/07 13:45:51.939),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME,
0,DESKTOP_A.png,0,0.00000,78027967463,0.36029,0.00090,0.00000,0.00000,1,1,0.33472,0.00245,1,0.37552,0.07778,0,,0.31680,0.10177,17.48190,1.03711,1,0.72416,0.13836,16.33504,1.03711,1,0,0.00000,13,3.92568,1,4.07820,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,1,0.01660,78028132139,0.36020,0.00058,0.00000,0.01660,1,1,0.34956,-0.01981,1,0.37552,0.07778,3,,0.31668,0.10173,17.58808,1.03711,1,0.72379,0.13834,16.55995,1.03711,1,0,0.00000,13,3.95016,1,4.21833,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,2,0.03320,78028296613,0.36020,0.00117,0.00000,0.03320,1,1,0.35161,0.00181,1,0.37552,0.07778,0,,0.31620,0.10161,17.41069,1.02537,1,0.72383,0.13814,16.68611,1.01453,1,0,0.00000,13,4.04023,1,4.15977,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,3,0.04932,78028460384,0.36084,0.00230,0.00000,0.04931,1,1,0.37059,0.02671,1,0.37552,0.07778,0,,0.31600,0.10195,17.74288,1.00279,1,0.72428,0.13824,17.04187,0.99195,1,0,0.00000,13,3.95939,1,4.21735,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,4,0.06592,78028625634,0.36109,0.00350,0.00000,0.06591,1,1,0.37340,0.04848,1,0.37552,0.07778,0,,0.31597,0.10203,17.89337,0.98021,1,0.72431,0.13819,17.19927,0.96937,1,0,0.00000,13,3.90744,1,4.22557,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,5,0.08252,78028790183,0.36136,0.00496,0.00000,0.08252,1,1,0.37457,0.06216,1,0.37552,0.07778,0,,0.31605,0.10217,17.84592,0.96937,1,0.72443,0.13840,17.10832,0.95853,1,0,0.00000,13,3.85046,1,4.19568,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,6,0.08252,78028793380,0.36160,0.00618,0.00000,0.08252,1,1,0.37382,0.05413,1,0.37500,0.07778,0,,0.31605,0.10217,17.84592,0.97027,1,0.72443,0.13840,17.10832,0.97027,1,0,0.00000,13,3.85046,1,4.19568,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,7,0.11523,78029117650,0.36171,0.00744,0.00000,0.11523,1,1,0.36491,0.05233,1,0.37500,0.07778,0,,0.31594,0.10279,17.69956,0.98202,1,0.72375,0.13735,16.62293,0.98202,1,0,0.00000,13,4.02367,1,4.66691,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,8,0.13184,78029282503,0.36178,0.00826,0.00000,0.13183,1,1,0.36358,0.03769,1,0.37552,0.08333,0,,0.31592,0.10366,17.92942,0.99376,1,0.72472,0.13940,17.20546,0.99376,1,0,0.00000,13,4.12848,1,4.50265,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,9,0.14795,78029447328,0.36198,0.00871,0.00000,0.14794,1,1,0.35875,0.03236,1,0.37552,0.08333,0,,0.31591,0.10418,17.96223,0.99376,1,0.72337,0.14001,17.20250,0.99376,1,0,0.00000,13,3.95814,1,4.22641,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,10,0.16455,78029610952,0.36168,0.00999,0.00000,0.16455,1,1,0.36748,0.01929,1,0.38698,0.09537,0,,0.31594,0.10440,17.96606,0.99376,1,0.72426,0.13969,17.27396,0.99376,1,0,0.00000,13,3.93231,1,4.10223,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
