MEDIA_ID,MEDIA_NAME,CNT,TIME(2024/05/07 14:12:10.326),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME,
0,DESKTOP_A.png,8,0.13184,93813040165,0.44840,0.24846,0.00000,0.13183,1,1,0.45069,0.31956,1,0.40104,0.10370,0,,0.24696,0.46846,23.30282,0.99924,1,0.62301,0.41969,25.79278,0.99924,1,0,0.00000,8,5.93634,1,6.07227,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,35,0.57520,93817474826,0.46822,0.26660,0.14844,0.42676,2,1,0.50490,0.30561,1,1.07292,0.29907,0,,0.24940,0.47237,22.41445,1.04653,1,0.62492,0.42206,23.41133,1.03558,1,0,0.00000,8,5.45723,1,5.70893,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,42.80136,332.75964,0,
0,DESKTOP_A.png,52,0.85449,93820268499,0.46545,0.31478,0.59180,0.26270,3,1,0.42534,0.36515,1,1.35729,0.31852,0,,0.24681,0.47364,19.47794,1.04506,1,0.62176,0.42363,20.88789,1.04506,1,0,0.00000,8,4.91565,1,5.11071,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,52.30548,264.16406,0,
0,DESKTOP_A.png,69,1.11816,93822899750,0.47448,0.40213,0.87109,0.24707,4,1,0.54256,0.46998,1,1.39792,0.31389,0,,0.25473,0.47686,21.14341,0.98798,1,0.62982,0.42681,21.21942,0.99892,1,0,0.00000,8,5.00946,1,5.19100,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,95.91795,280.41370,0,
0,DESKTOP_A.png,103,1.69238,93828644724,0.52520,0.32675,1.15039,0.54199,5,1,0.30597,0.44606,1,1.39792,0.31389,0,,0.24237,0.47794,20.54298,1.02081,1,0.61714,0.42906,22.10609,1.02081,1,0,0.00000,7,5.23513,1,5.45214,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 1-AOI 1,126.92909,39.89516,0,
0,DESKTOP_A.png,124,2.03711,93832095689,0.26641,0.44906,1.75781,0.27930,6,1,0.19374,0.52973,1,1.39792,0.31389,0,,0.23667,0.48285,21.69926,1.05896,1,0.61147,0.43332,22.61371,1.08303,1,0,0.00000,7,5.29277,1,5.46466,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,514.13580,194.88773,0,
0,DESKTOP_A.png,139,2.28418,93834561572,0.23694,0.46529,2.05371,0.23047,7,1,0.35252,0.26649,1,1.39792,0.31389,0,,0.24490,0.47158,20.44045,1.06584,1,0.61895,0.42376,21.48226,1.06584,1,0,0.00000,7,5.24628,1,5.39151,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,59.23523,197.21222,0,
0,DESKTOP_A.png,159,2.61230,93837847608,0.32947,0.31557,2.34961,0.26270,8,1,0.21646,0.63996,1,1.39792,0.31389,0,,0.23517,0.48363,20.73068,1.00986,1,0.60766,0.43485,21.22322,0.99892,1,0,0.00000,7,5.04396,1,5.11209,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,240.22562,42.30735,0,
0,DESKTOP_A.png,188,3.08887,93842612031,0.20308,0.55136,2.66211,0.42676,9,1,0.28791,0.47368,1,1.39792,0.31389,0,,0.23835,0.48419,20.88304,1.11837,1,0.61402,0.43581,22.30720,1.10523,1,0,0.00000,7,5.08280,1,5.08298,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,351.76187,226.38045,0,
0,DESKTOP_A.png,214,3.51660,93846888935,0.26016,0.53464,3.08984,0.42676,10,1,0.25778,0.57695,1,1.39792,0.31389,0,,0.23359,0.48498,20.66046,1.02207,1,0.60934,0.43515,21.07058,1.02207,1,0,0.00000,7,4.97347,1,5.02040,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,111.07130,9.35649,0,
