MEDIA_ID,MEDIA_NAME,CNT,TIME(2024/05/07 14:22:22.537),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME,
0,DESKTOP_A.png,13,0.21387,99935972043,0.37247,0.07686,0.00000,0.21387,1,1,0.39079,0.03442,1,0.91719,0.26111,0,,0.35278,0.56932,12.99267,1.00000,1,0.62834,0.58468,14.12007,1.00000,1,0,0.00000,6,4.43499,1,4.82592,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,17,0.27930,99936627039,0.39562,0.10006,0.21484,0.06445,2,1,0.40883,0.21424,1,0.99479,0.27870,0,,0.35569,0.57482,13.84570,1.00000,1,0.63041,0.58913,14.49630,1.00000,1,0,0.00000,6,4.34434,1,4.64752,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,51.02380,330.58939,0,
0,DESKTOP_A.png,25,0.41113,99937942102,0.41022,0.33394,0.34570,0.06543,3,1,0.41022,0.33394,0,0.99479,0.27870,0,,0.35489,0.57599,13.21111,1.00000,1,0.63017,0.59045,14.15324,1.00000,1,0,0.00000,6,4.13493,1,4.63814,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,254.14111,276.33267,0,
0,DESKTOP_A.png,54,0.88770,99942706021,0.28263,0.28913,0.77246,0.11523,4,1,0.28804,0.29971,0,1.18073,0.32130,0,,0.34135,0.57637,11.37084,1.00000,1,0.61501,0.58914,12.58762,1.00000,1,0,0.00000,6,3.85566,1,4.29638,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,249.70728,168.82501,0,
0,DESKTOP_A.png,81,1.33105,99947142043,0.25213,0.35510,1.20020,0.13086,5,1,0.24793,0.27541,0,1.18177,0.29907,0,,0.34022,0.57876,10.72149,1.00000,1,0.61515,0.59053,11.93797,1.00000,1,0,0.00000,6,3.68519,1,4.11378,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,92.22523,230.58246,0,
0,DESKTOP_A.png,116,1.90625,99952892381,0.27404,0.56079,1.64355,0.26270,6,1,0.36444,0.65743,1,1.18177,0.29907,0,,0.34455,0.58624,11.93565,1.00000,1,0.61937,0.59746,12.96994,1.00000,1,0,0.00000,5,3.87860,1,4.09949,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,226.09322,280.72302,0,
0,DESKTOP_A.png,126,2.07031,99954533786,0.30346,0.59912,1.90820,0.16211,7,1,0.21536,0.60642,0,1.18177,0.29907,0,,0.34323,0.58586,10.84556,1.00000,1,0.61821,0.59769,12.78723,1.00000,1,0,0.00000,5,3.84959,1,4.12197,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 11-AOI 11,70.03125,323.76392,0,
0,DESKTOP_A.png,138,2.26758,99956506499,0.28253,0.49542,2.07227,0.19531,8,1,0.23684,0.42666,0,1.18177,0.29907,0,,0.34424,0.58617,11.29508,1.00000,1,0.61917,0.59718,12.41956,1.00000,1,0,0.00000,5,3.75610,1,3.94015,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,118.98735,109.73861,0,
0,DESKTOP_A.png,193,3.17090,99965542196,0.72180,0.12235,3.07227,0.09863,9,1,0.72180,0.12235,0,1.18177,0.29907,0,,0.34628,0.58596,9.20717,1.00000,1,0.62146,0.59583,11.27266,1.00000,1,0,0.00000,5,3.72643,1,4.11580,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,934.69879,25.53514,0,
0,DESKTOP_A.png,218,3.56934,99969520921,0.28071,0.58973,3.23730,0.33203,10,1,0.32756,0.60012,1,1.18177,0.29907,0,,0.33921,0.58842,12.03582,1.00000,1,0.61433,0.59791,13.31609,1.00000,1,0,0.00000,5,3.82894,1,4.09536,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 11-AOI 11,985.91113,210.79605,0,
0,DESKTOP_A.png,251,4.10938,99974926506,0.30920,0.55643,3.59863,0.51074,11,1,0.25427,0.49766,1,1.18177,0.29907,0,,0.34132,0.58894,12.54142,1.00000,1,0.61659,0.59862,13.73809,1.00000,1,0,0.00000,5,3.94272,1,4.35577,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,65.46442,33.32366,0,
0,DESKTOP_A.png,271,4.45312,99978356518,0.27422,0.50364,4.14062,0.31250,12,1,0.29926,0.51359,0,1.18177,0.29907,0,,0.33951,0.58990,12.05173,1.00000,1,0.61502,0.59960,13.49185,1.00000,1,0,0.00000,4,3.80750,1,4.17920,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,88.09760,139.67224,0,
0,DESKTOP_A.png,285,4.68262,99980656521,0.33374,0.59633,4.46875,0.21387,13,1,0.33619,0.59038,0,1.18177,0.29907,0,,0.33819,0.58988,11.98907,1.00000,1,0.61391,0.59948,13.29553,1.00000,1,0,0.00000,4,3.81658,1,4.12651,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 11-AOI 11,151.92299,318.78241,0,
0,DESKTOP_A.png,297,4.87988,99982627903,0.35649,0.50882,4.74805,0.13184,14,1,0.38262,0.51785,0,1.18177,0.29907,0,,0.33931,0.58957,10.69136,1.00000,1,0.61458,0.59927,12.13381,1.00000,1,0,0.00000,4,3.55315,1,3.96870,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,104.11644,65.19508,0,
