MEDIA_ID,MEDIA_NAME,CNT,TIME(2024/05/07 14:00:41.749),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME,
0,DESKTOP_A.png,0,0.00000,86926015874,0.37776,0.11499,0.00000,0.00000,1,1,0.40637,0.13397,1,0.37500,0.07315,0,,0.25806,0.42022,12.36031,1.03494,1,0.58736,0.47171,12.03793,1.03494,1,0,0.00000,20,3.63770,1,3.43661,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,1,0.01562,86926178761,0.37729,0.11703,0.00000,0.01563,1,1,0.36689,0.16190,1,0.37500,0.07315,3,,0.25833,0.42057,12.69415,1.03494,1,0.58755,0.47231,12.06798,1.03494,1,0,0.00000,20,3.59149,1,3.29575,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,2,0.03223,86926343379,0.38723,0.14428,0.00000,0.01563,1,0,0.36689,0.16190,1,0.37500,0.07315,0,,0.25834,0.42114,12.16936,1.03494,1,0.58761,0.47390,11.20487,1.03494,1,0,0.00000,20,3.65136,1,3.29925,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,3,0.04883,86926508382,0.38723,0.14428,0.00000,0.01563,1,0,0.36689,0.16190,0,0.37500,0.07315,0,,0.25834,0.42114,12.16936,1.03494,0,0.58761,0.47390,11.20487,1.03494,0,0,0.00000,20,3.65136,0,3.29925,0,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,4,0.06543,86926671660,0.38723,0.14428,0.00000,0.01563,1,0,0.36689,0.16190,0,0.37500,0.07315,0,,0.25834,0.42114,12.16936,1.03494,0,0.58761,0.47390,11.20487,1.03494,0,0,0.00000,20,3.65136,0,3.29925,0,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,5,0.08203,86926836076,0.00000,0.00000,0.00000,0.01563,1,0,0.36689,0.16190,0,0.37500,0.07315,0,,0.25834,0.42114,12.16936,1.03494,0,0.58761,0.47390,11.20487,1.03494,0,956,0.00000,20,3.65136,0,3.29925,0,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,6,0.09863,86927001026,0.00000,0.00000,0.00000,0.01563,1,0,0.36689,0.16190,0,0.37500,0.07222,0,,0.25834,0.42114,12.16936,1.03494,0,0.58761,0.47390,11.20487,1.03494,0,956,0.00000,20,3.65136,0,3.29925,0,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,7,0.13086,86927328820,0.00000,0.00000,0.00000,0.01563,1,0,0.36689,0.16190,0,0.37604,0.07222,0,,0.25834,0.42114,12.16936,1.03494,0,0.58761,0.47390,11.20487,1.03494,0,956,0.00000,20,3.65136,0,3.29925,0,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,8,0.14746,86927493895,0.00000,0.00000,0.00000,0.01563,1,0,0.36689,0.16190,0,0.37917,0.07222,0,,0.25834,0.42114,12.16936,1.03494,0,0.58761,0.47390,11.20487,1.03494,0,956,0.00000,20,3.65136,0,3.29925,0,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,9,0.16406,86927657363,0.00000,0.00000,0.00000,0.01563,1,0,0.36689,0.16190,0,0.37917,0.07222,0,,0.25834,0.42114,12.16936,1.03494,0,0.58761,0.47390,11.20487,1.03494,0,956,0.00000,20,3.65136,0,3.29925,0,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
