MEDIA_ID,MEDIA_NAME,CNT,TIME(2024/05/07 12:34:23.287),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME,
0,DESKTOP_A.png,8,0.13159,35142641187,0.52338,0.29371,0.00000,0.13159,1,1,0.52627,0.17320,1,0.42188,0.08148,0,,0.31048,0.59770,15.05167,1.08954,1,0.64334,0.62109,13.32425,1.12947,1,0,0.00000,14,4.26236,1,4.07453,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 1-AOI 1,0.00000,0.00000,0,
0,DESKTOP_A.png,15,0.24634,35143789619,0.53447,0.07083,0.19727,0.04907,2,1,0.54581,0.12972,1,0.78333,0.16111,0,,0.31003,0.59887,14.86837,1.11806,1,0.64264,0.62185,13.56141,1.09525,1,0,0.00000,14,4.32166,1,4.06562,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,241.65033,84.94485,0,
0,DESKTOP_A.png,33,0.52710,35146595607,0.33441,0.35833,0.31201,0.21509,3,1,0.25976,0.29038,1,1.27865,0.27500,0,,0.29500,0.60331,14.25342,1.07813,1,0.62789,0.62405,14.57243,1.09525,1,0,0.00000,14,4.16487,1,4.03744,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,493.91782,218.95038,0,
0,DESKTOP_A.png,50,0.80664,35149390860,0.29203,0.34427,0.55859,0.24805,4,1,0.31334,0.44305,1,1.31823,0.22963,0,,0.29095,0.60451,13.08726,0.95834,1,0.62402,0.62418,12.89651,0.95834,1,0,0.00000,14,3.81010,1,3.66276,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,82.77430,169.42932,0,
0,DESKTOP_A.png,66,1.08423,35152168500,0.35945,0.47293,0.83789,0.24634,5,1,0.47385,0.64321,1,1.31562,0.20463,0,,0.29668,0.61114,14.26562,1.00968,1,0.62953,0.63076,13.15143,1.00968,1,0,0.00000,14,3.77096,1,3.48379,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,189.90591,312.97150,0,
0,DESKTOP_A.png,90,1.47852,35156110841,0.51399,0.61524,1.14990,0.32861,6,1,0.53404,0.63968,1,1.31562,0.20463,0,,0.29800,0.61187,14.19907,0.95834,1,0.63139,0.63163,12.91049,0.95834,1,0,0.00000,14,3.92786,1,3.55038,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 3-AOI 3,334.16000,332.61652,0,
0,DESKTOP_A.png,106,1.74146,35158739963,0.69857,0.31809,1.54419,0.19727,7,1,0.75143,0.15896,1,1.31562,0.20463,0,,0.30476,0.60348,13.18613,1.07813,1,0.63720,0.62355,12.37441,1.06102,1,0,0.00000,14,4.01046,1,3.69537,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 2-AOI 2,478.10641,42.16249,0,
0,DESKTOP_A.png,120,1.97144,35161040106,0.63504,0.24700,1.75781,0.21362,8,1,0.49605,0.26667,1,1.31562,0.20463,0,,0.29847,0.60810,12.73615,0.99257,1,0.63105,0.62829,12.99300,0.97545,1,0,0.00000,14,4.12649,1,3.82064,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,144.12943,147.81218,0,
0,DESKTOP_A.png,139,2.28345,35164160622,0.52000,0.34799,1.98779,0.29565,9,1,0.48700,0.38693,1,1.31562,0.20463,0,,0.29897,0.61429,14.39659,1.02679,1,0.63206,0.63406,13.49084,1.02679,1,0,0.00000,13,4.07992,1,3.86265,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 1-AOI 1,246.33847,206.28021,0,
0,DESKTOP_A.png,153,2.51343,35166460226,0.46078,0.49247,2.30005,0.21338,10,1,0.24556,0.68523,1,1.31562,0.20463,0,,0.28850,0.62134,14.56966,0.97545,1,0.62126,0.64037,14.86227,0.97545,1,0,0.00000,13,4.02888,1,3.93166,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,193.07051,233.91985,0,
